t_h,Xylan_gL,Xylose_gL,XOS_gL,X_eng_gL,X_bifido_gL,SCFA_gL,T_C,pH,DO_mgL
0.0,10.0,0.0,0.0,0.1,0.0,0.0,30.0,7.0,7.000000000000001
0.1,9.999998104253196,1.8684028527698699e-06,2.5976751838680592e-08,0.10144226152471472,0.0,0.0,29.99878951893427,6.9852228795263,6.854665139881921
0.2,9.999996154124604,3.735549798669156e-06,1.0480931747364165e-07,0.10292684793492966,0.0,0.0,29.99758046953058,6.970882376381299,6.740023517105098
0.30000000000000004,9.99999414927994,5.60038178050777e-06,2.3782136326147003e-07,0.10445394766108466,0.0,0.0,29.996372858447927,6.956965698501208,6.6495948141779975
0.4,9.999992089380209,7.461993017496741e-06,4.2619543502014096e-07,0.10602375177680944,0.0,0.0,29.995166692365082,6.943460321048998,6.578264751397396
0.5,9.99998997406716,9.319623109944415e-06,6.709942425858381e-07,0.10763646530118558,0.0,0.0,29.993961978358563,6.93035408780802,6.521993429237684
0.6000000000000001,9.999987802962396,1.1172650680173576e-05,9.731675769746291e-07,0.10929230787839514,0.0,0.0,29.9927587239217,6.917635202339641,6.4775991087269915
0.7000000000000001,9.99998557566664,1.3020585634555684e-05,1.3335603375407476e-06,0.1109915142914539,0.0,0.0,29.991556936979297,6.905292216863747,6.442570605753329
0.8,9.999983291759095,1.486306124509074e-05,1.7529206735211191e-06,0.11273433491956054,0.0,0.0,29.990356625901047,6.89331402164945,6.414923434721993
0.9,9.99998095079695,1.6699826766535e-05,2.231907467051766e-06,0.11452103606884155,0.0,0.0,29.98915779951169,6.881689835597224,6.393100415542848
1.0,9.999978552314882,1.8530739450167063e-05,2.771098383207688e-06,0.11635190028881277,0.0,0.0,29.98796046710102,6.870409196161464,6.375869813696884
1.1,9.99997609582468,2.035575695485452e-05,3.3709974459637015e-06,0.1182272266049793,0.0,0.0,29.986764638431755,6.8594619500052,6.362260057925269
1.2000000000000002,9.999973580814913,2.2174929884597645e-05,4.032042439294864e-06,0.12014733070087534,0.0,0.0,29.985570323746263,6.84883824386811,6.351505954312752
1.3,9.999971006750663,2.3988394543412963e-05,4.75461205173763e-06,0.12211254505382896,0.0,0.0,29.98437753377215,6.838528515697487,6.3430034264771455
1.4000000000000001,9.99996837307328,2.579636595417732e-05,5.539032725814106e-06,0.12412321902944387,0.0,0.0,29.983186279726876,6.828523486042065,6.336276271174566
1.5,9.999965679200205,2.759913117205625e-05,6.385585189141395e-06,0.1261797189398984,0.0,0.0,29.981996573321542,6.8188141496998025,6.3309490163658335
1.6,9.999962924524818,2.9397042916002088e-05,7.294510650200687e-06,0.1282824280706186,0.0,0.0,29.980808426763968,6.809391767612602,6.326725458921064
1.7000000000000002,9.999960108416309,3.119051353392507e-05,8.266016648668594e-06,0.13043174667939053,0.0,0.0,29.97962185276112,6.800247859000562,6.323372051585291
1.8,9.999957230219575,3.2980009310862736e-05,9.30028255567595e-06,0.1326280919715358,0.0,0.0,29.978436864520994,6.791374193728704,6.320704605417837
1.9000000000000001,9.999954289255164,3.476604512407236e-05,1.0397464724030422e-05,0.134871898054371,0.0,0.0,29.97725347575412,6.782762784899307,6.318577850137893
2.0,9.999951284819195,3.654917944444232e-05,1.1557701292324908e-05,0.137163615873807,0.0,0.0,29.976071700674613,6.77440588166314,6.316877225218864
2.1,9.999948216183318,3.8330009679877485e-05,1.2781116650030405e-05,0.13950371313561,0.0,0.0,29.974891554000955,6.766295962243189,6.31551237644229
2.2,9.999945082594701,4.010916785327115e-05,1.4067825573219919e-05,0.14189267421354623,0.0,0.0,29.973713050956526,6.758425727164549,6.314412041151485
2.3000000000000003,9.99994188327598,4.1887316600924284e-05,1.5417937046659286e-05,0.14433100004611576,0.0,0.0,29.97253620726992,6.750788092674782,6.3135200135451575
2.4000000000000004,9.999938617425268,4.3665145466454986e-05,1.6831557798196374e-05,0.14681920802347107,0.0,0.0,29.971361039175115,6.743376184330983,6.312791939913154
2.5,9.999935284216141,4.544336756925445e-05,1.8308795471782972e-05,0.1493578318688885,0.0,0.0,29.97018756341153,6.736183330908627,6.31219285422713
2.6,9.999931882797622,4.7222716529034236e-05,1.984976155304876e-05,0.15194742151179966,0.0,0.0,29.96901579722396,6.729203058429144,6.311695211949428
2.7,9.999928412294192,4.900394354778289e-05,2.145457414381989e-05,0.15458854295270694,0.0,0.0,29.967845758362525,6.722429084182924,6.3112772336587675
2.8000000000000003,9.999924871805785,5.07878148758686e-05,2.3123360369885953e-05,0.15728177812683525,0.0,0.0,29.96667746508253,6.7158553111355666,6.310921740569241
2.9000000000000004,9.999921260407785,5.257510948578992e-05,2.4856258591341293e-05,0.16002772476305507,0.0,0.0,29.965510936144373,6.709475822447372,6.310615182348053
3.0,9.999917577151026,5.4366616966922735e-05,2.6653420403679497e-05,0.16282699623954142,0.0,0.0,29.964346190813412,6.703284876147636,6.310346861832021
3.1,9.999913821061797,5.616313563092578e-05,2.851501244017567e-05,0.1656802214368415,0.0,0.0,29.963183248859917,6.697276899966544,6.310108334786193
3.2,9.999909991141825,5.7965470812953204e-05,3.044121799028855e-05,0.16858804458879972,0.0,0.0,29.962022130559014,6.691446486319747,6.3098929333850515
3.3000000000000003,9.999906086368073,5.977443338082126e-05,3.2432238614530225e-05,0.1715511252541775,0.0,0.0,29.960862856694877,6.685788388675985,6.309695397119636
3.4000000000000004,9.999902105692719,6.159083839081294e-05,3.448829544185926e-05,0.17457013817072012,0.0,0.0,29.959705448561046,6.680297516799233,6.3095115729763105
3.5,9.99989804804416,6.341550372618449e-05,3.6609629501699744e-05,0.17764577247376157,0.0,0.0,29.95854992793946,6.674968925844908,6.309338144029492
3.6,9.999893912326009,6.524924922281496e-05,3.879650352649143e-05,0.1807787321588154,0.0,0.0,29.957396317121407,6.669797818367214,6.309172502755721
3.7,9.99988969741702,6.709289575307802e-05,4.1049202860482704e-05,0.18396973593688998,0.0,0.0,29.956244638908228,6.6647795400413194,6.309012592779076
3.8000000000000003,9.99988540217131,6.89472643791201e-05,4.336803608942615e-05,0.18721951694757727,0.0,0.0,29.955094916607386,6.659909574088541,6.308856779281785
3.9000000000000004,9.999881025418306,7.081317566145232e-05,4.575333572665855e-05,0.19052882260130657,0.0,0.0,29.95394717403299,6.655183537220495,6.308703763616224
4.0,9.999876565962708,7.269144906698808e-05,4.820545880862243e-05,0.1938984144202736,0.0,0.0,29.9528014355064,6.650597175694625,6.308552512686397
4.1000000000000005,9.999872022584466,7.458290246742323e-05,5.072478740864899e-05,0.19732906787809806,0.0,0.0,29.9516577258569,6.646146361485325,6.308402202530156
4.2,9.99986739403872,7.648835171945847e-05,5.331172907711742e-05,0.20082157223813288,0.0,0.0,29.950516070422456,6.641827088568446,6.308252174135978
4.3,9.999862679055767,7.84086103189373e-05,5.596671721544855e-05,0.2043767303902535,0.0,0.0,29.94937649505062,6.637635469315612,6.308101898581934
4.4,9.99985787634099,8.034448912155221e-05,5.869021139082128e-05,0.20799535868593705,0.0,0.0,29.948239026099436,6.633567730995103,6.307950949520519
4.5,9.99985298457531,8.229679618049734e-05,6.148269708088289e-05,0.21167828651491957,0.0,0.0,29.94710369042852,6.6296202102647275,6.307798980215455
4.6000000000000005,9.999848002414646,8.426633650982873e-05,6.434468640013078e-05,0.21542635638467972,0.0,0.0,29.945970515409755,6.6257893521356195,6.307645708691152
4.7,9.999842928488032,8.625391178172692e-05,6.72767201748468e-05,0.2192404247093625,0.0,0.0,29.944839528965726,6.622071714373846,6.307490907682137
4.800000000000001,9.999837761400844,8.826032063112786e-05,7.027936459763318e-05,0.223121359893079,0.0,0.0,29.94371075950369,6.618463949914776,6.307334383172714
4.9,9.99983249973316,9.028635841811989e-05,7.335321300236068e-05,0.22707004298281738,0.0,0.0,29.94258423594886,6.6149628110047,6.3071759739263955
5.0,9.999827142039432,9.233281719907297e-05,7.649888620085722e-05,0.23108736761091045,0.0,0.0,29.941459987751003,6.611565147132287,6.307015544425648
5.1000000000000005,9.99982168684853,9.440048577128351e-05,7.971703241216296e-05,0.23517423975398374,0.0,0.0,29.940338044883656,6.608267901630699,6.3068529780514515
5.2,9.999816132664716,9.64901498465941e-05,8.300832616518122e-05,0.23933157703379754,0.0,0.0,29.939218437823975,6.6050681051414575,6.306688172923191
5.300000000000001,9.999810477966516,9.860259198297035e-05,8.637346942546456e-05,0.24356030902732456,0.0,0.0,29.938101197575488,6.601962876818538,6.30652103958863
5.4,9.999804721207132,0.00010073859173328166,8.981319107712906e-05,0.24786137685601298,0.0,0.0,29.93698635565986,6.598949420147682,6.306351498039505
5.5,9.999798860814082,0.00010289892570693852,9.332824719640028e-05,0.2522357330956684,0.0,0.0,29.935873944123966,6.59602502132324,6.306179475698139
5.6000000000000005,9.99979289518726,0.00010508436750256968,9.691942297187437e-05,0.2566843424115906,0.0,0.0,29.934763995579704,6.593187052613786,6.306004906298001
5.7,9.999786822702198,0.0001072956882278883,0.00010058752909188583,0.2612081798193755,0.0,0.0,29.933656543136763,6.590432958938686,6.305827727385207
5.800000000000001,9.99978064170839,0.00010953365642889268,0.00010433340341691452,0.2658082311936164,0.0,0.0,29.932551620437067,6.587760261029142,6.305647880237137
5.9,9.999774350529163,0.00011179903823568357,0.00010815791096858082,0.27048549306444897,0.0,0.0,29.931449261657416,6.5851665532831385,6.305465309017357
6.0,9.999767947461686,0.00011409259752710182,0.00011206194374338186,0.2752409723309721,0.0,0.0,29.93034950150872,6.582649501187395,6.3052799599776685
6.1000000000000005,9.999761430776909,0.00011641509608174666,0.00011604642065489665,0.28007568602340044,0.0,0.0,29.929252375237745,6.580206839224915,6.305091781043823
6.2,9.99975479871945,0.00011876729373209604,0.00012011228747240632,0.2849906610575888,0.0,0.0,29.928157918628827,6.577836368835008,6.3049007214263
6.300000000000001,9.999748049507522,0.00012114994851914582,0.00012426051675831618,0.28998693398178155,0.0,0.0,29.92706616800558,6.575535956434217,6.304706731307886
6.4,9.999741181332828,0.00012356381684507656,0.00012849210780572812,0.295065550717699,0.0,0.0,29.925977160232545,6.573303531512898,6.304509761611476
6.5,9.999734192360501,0.00012600965362623382,0.00013280808657538116,0.3002275662902993,0.0,0.0,29.92489093271687,6.571137084766598,6.3043097638099725
6.6000000000000005,9.999727080728988,0.00012848821245001896,0.00013720950563081495,0.3054740445359823,0.0,0.0,29.923807523409995,6.569034666198127,6.304106689769934
6.7,9.999719844549988,0.00013100024571207,0.0001416974440815437,0.3108060578300352,0.0,0.0,29.922726970809105,6.5669943834742375,6.303900491653239
6.800000000000001,9.999712481908368,0.00013354650475921477,0.0001462730075235545,0.3162246867887083,0.0,0.0,29.92164931395867,6.56501440021636,6.30369112182085
6.9,9.999704990862092,0.00013612774002998035,0.00015093732798087545,0.3217310199561369,0.0,0.0,29.920574592451946,6.563092934307186,6.303478532756017
7.0,9.999697369442128,0.00013874470118533687,0.000155691563851233,0.32732615348795874,0.0,0.0,29.919502846432355,6.561228256297735,6.3032626770162175
7.1000000000000005,9.999689615652391,0.00014139813723424766,0.00016053689985365076,0.33301119082305636,0.0,0.0,29.918434116594785,6.55941868785194,6.303043507190491
7.2,9.999681727469685,0.00014408879665266862,0.0001654745469785828,0.3387872423440596,0.0,0.0,29.91736844418685,6.55766260023604,6.302820975867903
7.300000000000001,9.99967370284362,0.00014681742749547426,0.00017050574244068133,0.34465542502648155,0.0,0.0,29.916305871009996,6.555958412852648,6.302595035615349
7.4,9.999665539696567,0.00014958477750091009,0.00017563174963420338,0.3506168620761311,0.0,0.0,29.91524643942062,6.554304591818081,6.302365638960818
7.5,9.99965723592361,0.00015239159418719333,0.00018085385809105418,0.356672682554467,0.0,0.0,29.91419019233094,6.552699648581775,6.30213273838245
7.6000000000000005,9.999648789392488,0.00015523862494097685,0.0001861733834413979,0.36282402099162375,0.0,0.0,29.91313717320984,6.551142138586271,6.30189628630195
7.7,9.999640197943558,0.00015812661709729478,0.00019159166737677666,0.36907201698666214,0.0,0.0,29.912087426083627,6.54963065996701,6.301656235081462
7.800000000000001,9.999631459389763,0.00016105631801049524,0.00019711007761567042,0.37541781479437014,0.0,0.0,29.91104099553654,6.548163852291734,6.301412537023593
7.9,9.9996225715166,0.00016402847511666827,0.00020273000787113612,0.3818625628994393,0.0,0.0,29.90999792671122,6.546740395334872,6.3011651443736465
8.0,9.999613532082098,0.0001670438359866839,0.00020845287782056602,0.38840741357671715,0.0,0.0,29.908958265308996,6.545359007888999,6.300914009324124
8.1,9.999604338816813,0.0001701031483696841,0.00021428013307733687,0.3950535224372856,0.0,0.0,29.907922057590017,6.544018446612056,6.30065908402112
8.200000000000001,9.99959498942381,0.000173207160227036,0.00022021324516408424,0.4018020479603599,0.0,0.0,29.90688935037324,6.5427175049084,6.300400320572166
8.3,9.999585481578677,0.0001763566197565817,0.00022625371148736798,0.40865415101073355,0.0,0.0,29.905860191036215,6.54145501184268,6.300137671055521
8.4,9.999575812929526,0.00017955227540696886,0.00023240305531349882,0.4156109943413936,0.0,0.0,29.904834627514692,6.540229831085916,6.299871087530718
8.5,9.999565981097016,0.0001827948758819458,0.00023866282574525275,0.4226737420810786,0.0,0.0,29.90381270830208,6.539040859892725,6.2996005220502305
8.6,9.999555983674393,0.0001860851701344998,0.00024503459769919383,0.4298435592065365,0.0,0.0,29.902794482448673,6.537887028108775,6.2993259266722275
8.700000000000001,9.999545818227508,0.00018942390735072714,0.0002515199718833134,0.43712161099925134,0.0,0.0,29.90177999956065,6.536767297207576,6.299047253474289
8.8,9.999535482294892,0.00019281183692333205,0.0002581205747746834,0.44450906248642164,0.0,0.0,29.900769309798925,6.535680659355731,6.298764454568075
8.9,9.999524973387798,0.0001962497084146621,0.00026483805859681017,0.45200707786598815,0.0,0.0,29.89976246387771,6.534626136505825,6.298477482114869
9.0,9.999514288990282,0.0001997382715091928,0.0002716741012963697,0.45961681991552256,0.0,0.0,29.898759513062874,6.533602779516107,6.298186288342
9.1,9.999503426559288,0.00020327827595538418,0.00027863040651899304,0.4673394493848078,0.0,0.0,29.897760509170062,6.532609667296211,6.297890825560088
9.200000000000001,9.999492383524728,0.000206870471496836,0.0002857087035837681,0.47517612437195594,0.0,0.0,29.896765504562552,6.531645905978101,6.297591046181112
9.3,9.99948115728962,0.00021051560779267588,0.0002929107474561145,0.4831279996829275,0.0,0.0,29.89577455214888,6.530710628111534,6.297286902737278
9.4,9.99946974523018,0.0002142144343271209,0.00030023831871868543,0.49119622617433906,0.0,0.0,29.894787705380136,6.529802991883297,6.29697834790068
9.5,9.999458144695963,0.00021796770030815541,0.00030769322353994285,0.4993819500794588,0.0,0.0,29.893805018247075,6.528922180359519,6.296665334503731
9.600000000000001,9.99944635301003,0.00022177615455527716,0.0003152772936400495,0.5076863123173193,0.0,0.0,29.892826545276865,6.528067400750372,6.296347815560383
9.700000000000001,9.99943436746909,0.00022564054537626513,0.0003229923862537171,0.5161104477848907,0.0,0.0,29.891852341529557,6.527237883696505,6.296025744288098
9.8,9.999422185343679,0.00022956162043293038,0.00033084038408964935,0.5246554846322898,0.0,0.0,29.8908824625943,6.526432882576578,6.295699074130584
9.9,9.999409803878361,0.0002335401265958136,0.0003388231952862088,0.5333225435210122,0.0,0.0,29.889916964585176,6.525651672835244,6.295367758781296
10.0,9.999397220291932,0.00023757680978779918,0.00034694275336294146,0.542112736865214,0.0,0.0,29.888955904136772,6.524893551331004,6.295031752207676
10.100000000000001,9.999384431777635,0.00024167241481662122,0.00035520101716758775,0.5510271680560843,0.0,0.0,29.88799933839937,6.524157835703325,6.29469100867614
10.200000000000001,9.999371435503413,0.0002458276851962398,0.00036359997081820413,0.5600669306693813,0.0,0.0,29.887047325033883,6.523443863758483,6.294345482777812
10.3,9.999358228612152,0.00025004336295707475,0.0003721416236400263,0.5692331076562357,0.0,0.0,29.88609992220633,6.522750992873532,6.293995129454992
10.4,9.999344808221974,0.000254320188445085,0.00038082801009669257,0.5785267705173487,0.0,0.0,29.885157188582063,6.522078599417906,6.293639904028344
10.5,9.9993311714265,0.000258658900109692,0.0003896611897154554,0.5879489784607458,0.0,0.0,29.884219183319562,6.521426078192106,6.2932797622248255
10.600000000000001,9.999317315295182,0.0002630602342805484,0.0003986432470060041,0.5975007775432792,0.0,0.0,29.88328596606391,6.520792841882984,6.2929146602063035
10.700000000000001,9.999303236873617,0.0002675249249331606,0.0004077762913725197,0.6071831997961012,0.0,0.0,29.882357596939855,6.520178320535115,6.292544554598919
10.8,9.999288933183898,0.00027205370344338266,0.0004170624570185895,0.6169972623343681,0.0,0.0,29.881434136544488,6.519581961037807,6.292169402523103
10.9,9.999274401224985,0.00027664729833080015,0.0004265039028446026,0.6269439664514633,0.0,0.0,29.880515645939568,6.5190032266272535,6.29178916162432
11.0,9.999259637973068,0.00028130643499103884,0.000436102812337252,0.63702429669807,0.0,0.0,29.879602186643382,6.518441596403423,6.291403790104471
11.100000000000001,9.999244640381997,0.0002860318354170314,0.00044586139345077075,0.6472392199464551,0.0,0.0,29.87869382062225,6.517896564861201,6.291013246753963
11.200000000000001,9.999229405383687,0.00029082421790929116,0.00045578187847952707,0.6575896844403631,0.0,0.0,29.877790610281604,6.517367641435407,6.290617490984434
11.3,9.999213929888565,0.0002956842967752471,0.00046586652392161237,0.6680766188309649,0.0,0.0,29.8768926184566,6.5168543500592575,6.29021648286212
11.4,9.999198210786046,0.00030061278201770343,0.00047611761033304834,0.6787009311993281,0.0,0.0,29.87599990840238,6.516356228735864,6.289810183141837
11.5,9.999182244945011,0.0003056103790124971,0.0004865374421722508,0.6894635080659387,0.0,0.0,29.875112543783843,6.515872829122412,6.289398553301578
11.600000000000001,9.999166029214308,0.0003106777881754386,0.0004971283476343855,0.7003652133878228,0.0,0.0,29.874230588664968,6.5154037161266185,6.288981555577692
11.700000000000001,9.999149560423296,0.00031581570461862755,0.0005078926784752555,0.7114068875438695,0.0,0.0,29.87335410749774,6.514948467515122,6.288559153000637
11.8,9.99913283538238,0.00032102481779625194,0.0005188328098243648,0.7225893463090002,0.0,0.0,29.87248316511059,6.51450667353344,6.288131309431281
11.9,9.999115850883603,0.0003263058111399839,0.0005299511399868043,0.7339133798178602,0.0,0.0,29.871617826696344,6.514077936537167,6.287697989597725
12.0,9.999098603690573,0.00033165936461339876,0.0005412500975566284,0.7453797572426771,2.1825103650460814e-11,1.2429015637302126e-22,29.870758158029226,6.51366187112587,6.2872591589108335
12.100000000000001,9.999081090422981,0.00033708618615932906,0.0005510787225546425,0.7569892876269178,0.009995016888544997,6.944694693149811e-07,29.869904228511054,6.513258107686803,6.286814770794923
12.200000000000001,9.999063308126031,0.0003425868551234807,0.000559445087207657,0.7687425151745917,0.009985075070388228,2.0809658816659816e-06,29.86905609779618,6.5128662645348125,6.286364801850673
12.3,9.99904525336785,0.0003481620701189381,0.000568002463738913,0.7806402005599219,0.009975140522938747,3.466205468888268e-06,29.868213835229554,6.512485995270671,6.285909228473964
12.4,9.999026922857997,0.00035381247864474125,0.0005767533519182495,0.792682989867194,0.009965216550280251,4.850192863570197e-06,29.867377507630113,6.512116957842604,6.285448019552422
12.5,9.999008313291569,0.000359538719776995,0.0005857002724115914,0.8048714971395453,0.009955303155834289,6.232933049259449e-06,29.866547182099215,6.51175882030578,6.284981145228752
12.600000000000001,9.99898942134995,0.0003653414237356524,0.0005948457665132394,0.8172063032923091,0.009945400343173372,7.614431352635213e-06,29.86572292600528,6.5114112605240315,6.284508576907696
12.700000000000001,9.998970243701557,0.0003712212114482571,0.0006041923958677367,0.8296879550377766,0.009935508116021645,8.99469343605755e-06,29.8649048069682,6.511073965884207,6.284030287270163
12.8,9.998950777002614,0.0003771786940952683,0.0006137427421712555,0.8423169637825093,0.00992562647825555,1.0373725290183325e-05,29.864092892842887,6.510746633011724,6.2835462502920185
12.9,9.998931017897977,0.0003832144726511483,0.0006234994068604597,0.8550938045346418,0.009915755433904478,1.1751533226924087e-05,29.863287251702513,6.510428967497908,6.283056441268643
13.0,9.99891096302195,0.0003893291374170449,0.0006334650107860351,0.8680189148105767,0.009905894987151389,1.312812387263868e-05,29.862487951821226,6.510120683635145,6.28256083684286
13.100000000000001,9.998890608999128,0.00039552326754532677,0.0006436421938705528,0.8810926935422886,0.009896045142333403,1.4503504161552604e-05,29.861695061656405,6.509821504159721,6.282059415035467
13.200000000000001,9.998869952445299,0.0004017974305564963,0.0006540336147505962,0.8943154999870487,0.009886205903942383,1.5877681329398496e-05,29.860908649830396,6.509531160002272,6.281552155278294
13.3,9.998848989968314,0.0004081521818488112,0.0006646419504029126,0.9076876526408671,0.009876377276625495,1.7250662907268618e-05,29.860128785111787,6.509249390045596,6.281039038448888
13.4,9.998827718169027,0.00041458806420095366,0.0006754698957543629,0.9212094281569834,0.00986655926518573,1.8622456715669866e-05,29.85935553639619,6.508975940889637,6.280520046906554
13.5,9.998806133642248,0.0004211056072681111,0.0006865201632754653,0.9348810602707874,0.009856751874582398,1.999307085877316e-05,29.858588972686523,6.508710566623397,6.27999516452944
13.600000000000001,9.998784232977686,0.00042770532707184765,0.0006977954825573341,0.9487027387325886,0.009846955109931626,2.1362513718848636e-05,29.857829163072875,6.508453028603608,6.279464376752353
13.700000000000001,9.998762012760967,0.00043438772548416596,0.000709298599871823,0.9626746082496815,0.009837168976506792,2.2730793950878533e-05,29.857076176711814,6.508203095239939,6.278927670605097
13.8,9.998739469574637,0.00044115328970617616,0.0007210322777147076,0.9767967674392067,0.009827393479738936,2.4097920477340403e-05,29.856330082805293,6.507960541786537,6.278385034751152
13.9,9.998716599999204,0.0004480024917418073,0.0007329992943317364,0.9910692677933219,0.009817628625217158,2.5463902483152622e-05,29.855590950579078,6.5077251501397555,6.277836459526501
14.0,9.998693400614195,0.0004549357878670174,0.0007452024432274113,1.0054921126582497,0.009807874418688968,2.6828749410775425e-05,29.854858849260676,6.507496708641834,6.277281936978506
14.100000000000001,9.998669867999244,0.00046195361809497524,0.0007576445326563618,1.02006525622878,0.009798130866060614,2.819247095546027e-05,29.85413384805688,6.507275011890398,6.276721460904676
14.200000000000001,9.998645998735183,0.0004690564056377054,0.000770328385097195,1.034788602559853,0.009788397973397351,2.9555077060640828e-05,29.853416016130815,6.507059860553582,6.276155026891232
14.3,9.998621789405183,0.00047624455636471083,0.0007832568367087227,1.0496620045968565,0.009778675746923723,3.0916577913459316e-05,29.85270542257859,6.50685106119062,6.275582632351362
14.4,9.998597236595892,0.00048351845825909967,0.0007964327367684756,1.0646852632263109,0.009768964193023751,3.227698394042153e-05,29.85200213640548,6.5066484260777315,6.275004276563088
14.5,9.998572336898592,0.0004908784808717676,0.0008098589470934397,1.079858126348625,0.00975926331824113,3.363630580317488e-05,29.851306226501734,6.506451773039162,6.274419960706631
14.600000000000001,9.99854708691041,0.0004983249747742011,0.0008235383414429622,1.0951802879746322,0.009749573129279359,3.499455439440337e-05,29.850617761617954,6.50626092528321,6.273829687901211
14.700000000000001,9.998521483235496,0.0005058582710104877,0.0008374738049037905,1.1106513873476245,0.009739893633001848,3.635174083383387e-05,29.84993681034008,6.506075711243104,6.273233463241216
14.8,9.99849552248626,0.0005134786805491372,0.0008516682332572378,1.1262710080926266,0.009730224836431973,3.7707876464348584e-05,29.849263441064004,6.505895964422582,6.272631293831626
14.9,9.998469201284617,0.0005211864937353302,0.0008661245323284705,1.1420386773946472,0.00972056674675309,3.906297284819783e-05,29.8485977219698,6.505721523246033,6.2720231888226525
15.0,9.998442516263243,0.0005289819797442374,0.0008808456173179458,1.157953865207664,0.009710919371308517,4.041704176330862e-05,29.847939720995605,6.505552230913072,6.271409159443508
15.100000000000001,9.998415464066849,0.0005368653860360582,0.0008958344121150455,1.174015983496089,0.009701282717601465,4.177009519968379e-05,29.847289505811162,6.505387935257406,6.270789219035229
15.200000000000001,9.998388041353474,0.000544836937813451,0.0009110938485939684,1.1902243855104742,0.009691656793294916,4.312214535588704e-05,29.84664714379103,6.505228488609873,6.270163383082487
15.3,9.998360244795796,0.0005528968374820411,0.0009266268658919697,1.2065783650992028,0.00968204160621146,4.447320463560944e-05,29.846012701987487,6.505073747665538,6.26953166924433
15.4,9.998332071082459,0.000561045264114704,0.0009424364096700541,1.223077156057904,0.009672437164333107,4.582328564431279e-05,29.84538624710313,6.504923573354703,6.268894097383757
15.5,9.998303516919394,0.0005692823729203408,0.000958525431356256,1.2397199315183187,0.009662843475801005,4.717240118594548e-05,29.844767845463213,6.504777830717738,6.2682506895960834
